Timestamp,CPU_Percent,RAM_Active_MB,Temp_C
1780991872,33.3,516,63.7
1780991873,50,522,64.7
1780991874,25,524,64.2
1780991876,21.4,524,65.2
1780991877,20,522,64.7
1780991878,26.7,522,62.3
1780991879,20,520,63.3
1780991881,33.3,521,63.7
1780991882,33.3,521,63.7
1780991883,20,520,63.3
1780991884,15.4,520,62.8
1780991885,23.1,519,63.7
1780991887,25,519,63.7
1780991888,33.3,519,63.7
1780991889,33.3,528,64.7
1780991890,20,529,64.2
1780991891,23.1,529,63.7
1780991893,16.7,526,63.7
1780991894,23.1,524,65.2
1780991895,20,523,62.8
1780991897,20,523,63.7
1780991898,20,521,64.2
1780991899,20,520,65.2
1780991900,18.2,516,63.7
1780991901,26.7,517,63.7
1780991903,25,524,64.7
1780991904,33.3,523,64.2
1780991905,20,524,63.7
1780991906,20,523,64.7
1780991907,25,527,64.7
1780991909,25,524,65.2
1780991910,50,524,64.7
1780991911,57.1,527,66.2
1780991912,40,530,66.7
1780991914,50,531,66.7
1780991915,60,535,67.6
1780991916,50,647,68.6
1780991917,58.3,625,68.6
1780991918,57.1,630,70.1
1780991920,90.9,650,70.1
1780991921,40,645,68.6
1780991922,57.1,645,68.6
1780991923,50,645,69.6
1780991925,50,567,70.1
1780991926,50,662,70.1
1780991927,20,662,69.1
1780991928,25,662,67.6
1780991930,40,662,67.6
1780991931,40,670,67.6
1780991933,100,671,66.7
1780991935,50,670,68.6
1780991936,100,689,69.1
1780991937,50,690,70.6
1780991938,62.5,745,70.6
1780991939,50,745,70.6
1780991941,50,762,70.1
1780991942,100,780,71.5
1780991943,66.7,784,70.6
1780991944,66.7,812,71.1
1780991946,60,812,71.1
1780991947,75,810,71.1
1780991948,50,810,70.6
1780991949,100,829,72.0
1780991950,33.3,849,71.1
1780991952,20,841,69.6
1780991953,80,845,70.6
1780991954,40,860,70.1
1780991955,16.7,862,70.1
1780991957,33.3,862,69.1
1780991958,20,863,69.1
1780991959,66.7,871,70.1
1780991960,33.3,872,68.6
1780991961,33.3,877,68.1
1780991963,16.7,880,67.6
1780991964,40,889,69.6
1780991965,62.5,891,69.6
1780991966,50,888,70.6
1780991968,50,886,70.1
1780991969,50,882,71.1
1780991970,40,880,71.5
1780991971,100,892,72.0
1780991972,71.4,890,72.0
1780991974,83.3,895,73.0
1780991975,75,895,74.0
1780991976,100,947,74.5
1780991978,100,997,75.0
1780991979,85.7,1033,76.9
1780991980,100,1108,76.4
1780991982,100,1125,76.4
1780991983,87.5,1146,76.4
1780991985,75,1159,76.9
1780991987,92.3,1163,75.0
1780991989,100,1161,74.5
1780991990,100,1145,75.0
1780991991,87.5,1115,76.4
1780991992,77.8,1111,78.4
1780991993,83.3,1121,77.4
1780991995,87.5,1130,76.9
1780991996,90,1161,78.4
1780991997,85.7,1211,78.4
1780991998,100,1219,76.4
1780992000,71.4,1180,74.5
1780992001,75,1180,74.0
1780992003,80,1203,74.0
1780992004,66.7,1178,74.5
1780992005,87.5,1194,75.4
1780992006,94.4,1217,76.4
1780992008,100,1261,78.8
1780992009,100,1238,79.3
1780992010,83.3,1185,78.8
1780992012,50,1176,77.4
1780992013,80,1182,77.4
1780992014,71.4,1160,75.9
1780992015,66.7,1152,76.9
1780992016,92.3,1157,76.4
1780992018,20,1148,75.9
1780992019,50,1156,75.9
1780992020,42.9,1156,75.4
1780992021,66.7,1159,75.9
1780992022,16.7,1158,75.0
1780992024,42.9,1151,75.0
1780992025,20,1150,74.0
1780992026,33.3,1150,73.5
1780992027,28.6,1150,73.5
1780992029,28.6,1149,73.0
1780992030,33.3,1147,73.5
1780992031,62.5,1142,72.5
1780992032,53.3,1143,72.5
1780992033,28.6,1147,73.0
1780992035,20,1147,72.5
1780992036,71.4,1147,74.0
1780992037,42.9,1147,72.5
1780992038,66.7,1148,72.0
1780992039,20,1148,72.0
1780992041,28.6,1149,72.5
1780992042,33.3,1147,72.0
1780992043,33.3,1146,71.5
1780992044,20,1148,71.5
1780992046,0,1151,71.5
1780992047,33.3,1153,72.0
1780992048,33.3,1155,72.5
1780992049,50,1155,72.0
1780992050,33.3,1156,71.1
1780992052,20,1158,72.0
1780992053,33.3,1158,71.5
1780992054,0,1159,72.0
1780992055,62.5,1176,72.0
1780992056,16.7,1176,71.1
