Timestamp,CPU_Percent,RAM_Active_MB,Temp_C
1780986796,2.7,2226,50.0
1780986797,0.5,2227,51.0
1780986799,2.7,2228,50.0
1780986800,0.9,2228,60.0
1780986801,1.8,2231,59.0
1780986803,0.9,2232,50.0
1780986804,0.9,2232,53.0
1780986805,4.1,2231,53.0
1780986807,1.3,2230,52.0
1780986808,0.9,2231,56.0
1780986809,0.9,2229,55.0
1780986811,1.4,2233,51.0
1780986812,0.5,2234,51.0
1780986813,0.9,2234,52.0
1780986815,0.9,2235,56.0
1780986816,0.9,2230,51.0
1780986817,1.3,2232,51.0
1780986819,0.9,2232,51.0
1780986820,0.9,2229,51.0
1780986821,1.8,2232,51.0
1780986823,0.5,2233,52.0
1780986824,0.9,2234,51.0
1780986825,2.3,2235,50.0
1780986827,1.8,2255,61.0
1780986828,1.3,2257,53.0
1780986829,0.9,2259,53.0
1780986831,0.9,2261,55.0
1780986832,1.4,2263,53.0
1780986833,0.9,2264,53.0
1780986835,1.8,2266,52.0
1780986836,0.5,2262,53.0
1780986837,1.4,2264,60.0
1780986839,1.3,2266,58.0
1780986840,1.3,2263,51.0
1780986841,0.9,2264,54.0
1780986843,0.9,2264,53.0
1780986844,4.1,2264,61.0
1780986845,1.8,2266,54.0
1780986847,0.9,2265,53.0
1780986848,0.5,2265,53.0
1780986849,0.9,2266,61.0
1780986851,1.8,2267,52.0
1780986852,0.9,2267,53.0
1780986853,2.7,2267,56.0
1780986854,7.2,2268,54.0
1780986856,1.4,2251,61.0
1780986857,0.9,2252,59.0
1780986858,0.9,2253,58.0
1780986860,0.9,2249,55.0
1780986861,1.3,2252,55.0
1780986862,0.5,2252,53.0
1780986864,0.5,2253,54.0
1780986865,1.8,2255,62.0
1780986866,1.4,2255,53.0
1780986868,7.2,2256,54.0
1780986869,1.3,2256,54.0
1780986870,0.9,2256,56.0
1780986872,1.4,2255,54.0
1780986873,1.8,2255,53.0
1780986874,1.4,2257,60.0
1780986876,0.9,2253,60.0
1780986877,2.2,2254,54.0
1780986878,1.4,2255,53.0
1780986880,5.9,2251,53.0
1780986881,0.5,2253,52.0
1780986882,3.6,2251,54.0
1780986884,1.8,2251,54.0
1780986885,1.3,2252,55.0
1780986886,1.3,2249,61.0
1780986888,8.1,2250,57.0
1780986889,1.4,2245,52.0
1780986890,0.5,2246,54.0
1780986892,1.8,2247,52.0
1780986893,2.7,2247,53.0
1780986894,2.3,2248,53.0
1780986896,4.9,2245,53.0
1780986897,0.5,2247,53.0
1780986898,1.8,2209,54.0
1780986900,0.9,2201,52.0
1780986901,0.5,2203,51.0
1780986902,2.2,2204,56.0
1780986904,1.4,2203,52.0
1780986905,0.9,2205,61.0
1780986906,0.5,2200,60.0
1780986908,1.4,2202,52.0
1780986909,2.8,2196,58.0
1780986910,0.5,2197,52.0
1780986912,0.9,2200,59.0
1780986913,0.9,2200,52.0
1780986914,8.6,2201,61.0
1780986915,2.3,2204,52.0
1780986917,0.9,2205,52.0
1780986918,0.5,2206,52.0
1780986919,0.4,2206,52.0
1780986921,4.5,2225,53.0
1780986922,2.7,2227,53.0
1780986923,0.9,2227,52.0
1780986925,4.1,2230,57.0
1780986926,5.8,2236,57.0
1780986927,0.5,2237,55.0
1780986929,2.7,2234,58.0
1780986930,0.9,2234,53.0
1780986931,8.5,2234,62.0
1780986933,0.9,2235,53.0
1780986934,1.8,2236,52.0
1780986935,5.5,2231,55.0
1780986937,2.2,2231,55.0
1780986938,1.4,2233,55.0
1780986939,1.3,2235,53.0
1780986941,1.8,2236,53.0
1780986942,5,2236,53.0
1780986943,2.3,2237,53.0
1780986945,0.5,2239,52.0
1780986946,1.4,2194,53.0
1780986947,1.4,2197,52.0
1780986949,0,2197,60.0
1780986950,1.3,2194,56.0
1780986951,2.2,2196,51.0
1780986953,1.3,2198,52.0
1780986954,1.4,2199,53.0
1780986955,1.4,2202,52.0
1780986957,0.5,2198,52.0
1780986958,0.9,2199,52.0
1780986959,1.3,2224,53.0
1780986961,1.4,2226,53.0
1780986962,1.3,2228,57.0
1780986963,1.4,2228,53.0
1780986965,0.9,2229,53.0
1780986966,0.9,2223,52.0
1780986967,0.9,2224,53.0
1780986969,1.4,2224,55.0
1780986970,0.5,2221,52.0
1780986971,1.4,2224,52.0
1780986973,1.3,2225,60.0
1780986974,0.5,2227,58.0
1780986975,0.5,2229,58.0
1780986976,0.9,2224,54.0
1780986978,0.9,2224,55.0
1780986979,0.5,2222,52.0
1780986980,1.3,2224,52.0
1780986982,1.4,2227,51.0
1780986983,1.4,2228,62.0
1780986984,1.8,2230,52.0
1780986986,1.4,2227,55.0
1780986987,1.8,2229,51.0
1780986988,1.8,2229,52.0
1780986990,0.9,2226,55.0
1780986991,0.9,2229,52.0
1780986992,0.9,2230,52.0
1780986994,1.8,2230,52.0
1780986995,1.3,2231,54.0
1780986996,0.9,2230,54.0
1780986998,0.9,2231,53.0
1780986999,0.9,2229,54.0
1780987000,1.8,2229,52.0
1780987002,1.3,2232,56.0
1780987003,2.3,2232,55.0
1780987004,2.7,2234,52.0
1780987006,0.5,2234,57.0
1780987007,1.4,2236,53.0
1780987008,0.9,2238,51.0
1780987010,1.4,2237,56.0
1780987011,0.9,2240,59.0
1780987012,0.9,2240,55.0
1780987014,1.3,2241,52.0
1780987015,1.8,2242,54.0
1780987016,1.8,2238,52.0
1780987018,3.1,2239,53.0
1780987019,0.9,2236,53.0
1780987020,0.9,2237,56.0
1780987022,1.3,2240,52.0
1780987023,0.5,2241,52.0
1780987024,0.9,2240,52.0
1780987026,2.3,2239,54.0
1780987027,0.9,2239,53.0
1780987028,2.2,2239,52.0
1780987030,1.3,2238,53.0
1780987031,4.5,2241,54.0
1780987032,0.5,2241,52.0
1780987034,0.9,2242,60.0
1780987035,0.9,2243,53.0
1780987036,0.5,2238,56.0
1780987037,0.9,2239,54.0
1780987039,4.5,2232,53.0
1780987040,1.8,2234,53.0
1780987041,1.4,2236,52.0
1780987043,0.5,2237,52.0
1780987044,1.4,2237,55.0
1780987045,2.3,2235,53.0
1780987047,0.9,2236,62.0
1780987048,0.5,2236,52.0
1780987049,0,2232,53.0
1780987051,1.8,2233,58.0
1780987052,5,2234,53.0
1780987053,0.5,2235,58.0
1780987055,1.4,2236,57.0
1780987056,0.5,2239,55.0
1780987057,3.2,2239,53.0
1780987059,1.3,2241,53.0
1780987060,1.8,2234,52.0
1780987061,0.9,2237,51.0
1780987063,2.2,2237,55.0
1780987064,0.9,2238,53.0
1780987065,4,2236,53.0
1780987067,0.9,2237,52.0
1780987068,0.5,2263,56.0
1780987069,5.3,2259,61.0
1780987071,0.5,2270,52.0
1780987072,1.8,2270,52.0
1780987073,0.9,2273,51.0
1780987075,0.9,2276,52.0
1780987076,1.8,2271,52.0
1780987077,1.8,2272,52.0
1780987079,1.4,2273,53.0
1780987080,0.5,2277,52.0
1780987081,0.9,2279,52.0
1780987083,1.3,2280,52.0
1780987084,0.5,2281,52.0
1780987085,0.9,2281,52.0
1780987087,0.9,2281,52.0
1780987088,0.5,2283,60.0
1780987089,0.5,2273,51.0
1780987091,1.4,2275,51.0
1780987092,1.3,2277,52.0
1780987093,0.5,2278,52.0
1780987095,0.9,2281,52.0
1780987096,0.9,2276,52.0
1780987097,7.7,2277,52.0
1780987099,0.9,2278,62.0
